Rank,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,ADP
160,Kerry Carpenter,DET,115,496,450,115,20,4,23,61,71,36,124,6,3,1,0.07200000000000001,0.251,0.212,0.301,0.255,0.317,0.467,0.784,0.335,121,208.9
161,Jake McCarthy,ARI,120,499,448,120,19,6,10,59,55,37,89,9,25,6,0.075,0.17800000000000002,0.134,0.311,0.267,0.333,0.401,0.734,0.322,105,217.1
162,Jorge Polanco,SEA,126,510,448,99,17,0,17,55,55,53,139,4,5,2,0.10300000000000001,0.272,0.154,0.277,0.221,0.306,0.375,0.681,0.299,101,421.7
163,Austin Hays,CIN,118,487,446,112,27,1,16,54,57,30,118,7,5,2,0.062,0.243,0.167,0.307,0.252,0.307,0.42,0.727,0.315,95,418.1
164,Max Muncy,LAD,126,531,444,95,18,1,24,68,69,76,144,6,3,1,0.14300000000000002,0.27,0.205,0.253,0.213,0.334,0.419,0.753,0.329,113,259.9
165,Lars Nootbaar,STL,125,520,444,113,22,2,18,65,61,69,105,3,9,3,0.132,0.203,0.181,0.292,0.254,0.355,0.435,0.791,0.345,123,259.2
166,Jacob Wilson,ATH,128,484,443,127,28,3,8,56,51,30,52,5,6,1,0.063,0.10800000000000001,0.13,0.308,0.287,0.338,0.417,0.755,0.329,119,340.4
167,Geraldo Perdomo,ARI,131,508,443,112,22,3,7,59,47,55,81,5,15,4,0.10800000000000001,0.16,0.11,0.292,0.252,0.339,0.363,0.702,0.313,98,442.2
168,Spencer Steer,CIN,117,503,439,107,24,2,18,63,63,53,105,7,13,4,0.105,0.21,0.185,0.279,0.243,0.332,0.428,0.76,0.331,106,134.4
169,Matt Vierling,DET,110,484,437,110,21,3,11,55,49,38,103,4,7,2,0.079,0.213,0.142,0.303,0.252,0.316,0.393,0.709,0.31,103,319.3
170,Jeff McNeil,NYM,122,484,437,118,25,1,9,54,52,32,61,9,5,1,0.067,0.126,0.124,0.295,0.271,0.331,0.395,0.726,0.319,108,398.3
171,Alec Burleson,STL,110,475,436,119,21,1,17,58,63,31,66,4,7,2,0.065,0.139,0.17,0.286,0.273,0.325,0.444,0.769,0.333,115,234.6
172,Kyle Isbel,KCR,126,479,435,106,21,6,10,54,50,34,101,5,14,3,0.07,0.21100000000000002,0.145,0.292,0.243,0.303,0.388,0.691,0.302,92,524.5
173,Jeimer Candelario,CIN,120,485,435,105,24,2,18,57,61,38,115,7,5,2,0.078,0.23800000000000002,0.185,0.285,0.241,0.309,0.426,0.736,0.319,98,302.0
174,LaMonte Wade Jr.,SFG,113,516,435,107,20,1,15,68,50,70,110,6,4,1,0.136,0.212,0.156,0.293,0.247,0.357,0.403,0.76,0.334,116,439.6
175,J.T. Realmuto,PHI,118,480,435,107,21,2,16,54,58,33,117,8,8,2,0.069,0.244,0.17,0.297,0.246,0.309,0.416,0.725,0.314,101,142.0
176,Tyler Stephenson,CIN,115,488,434,109,21,1,15,56,59,44,115,6,1,0,0.091,0.237,0.16,0.308,0.252,0.328,0.412,0.74,0.323,100,155.1
177,Will Smith,LAD,118,495,432,108,21,2,19,62,64,50,87,8,2,1,0.102,0.177,0.189,0.27,0.25,0.337,0.438,0.776,0.336,117,103.6
178,Christopher Morel,TBR,117,486,431,100,18,3,21,58,62,46,131,5,9,3,0.094,0.26899999999999996,0.198,0.281,0.233,0.312,0.431,0.743,0.322,114,270.8
179,Max Kepler,PHI,115,478,429,105,20,1,16,54,57,39,96,5,2,1,0.08199999999999999,0.2,0.165,0.277,0.244,0.313,0.41,0.723,0.316,101,362.9
180,Nick Gonzales,PIT,117,471,426,111,26,4,10,49,51,34,105,7,6,2,0.07200000000000001,0.223,0.145,0.322,0.261,0.323,0.406,0.729,0.318,101,406.2
181,Keibert Ruiz,WSN,113,460,425,109,22,1,14,49,55,25,52,5,4,1,0.054000000000000006,0.113,0.156,0.262,0.257,0.304,0.412,0.716,0.31,99,211.4
182,Brandon Marsh,PHI,125,483,425,104,20,3,14,58,53,49,149,4,15,3,0.10099999999999999,0.307,0.157,0.339,0.244,0.326,0.402,0.727,0.319,104,313.3
183,Tommy Pham,PIT,104,470,424,105,20,2,11,56,43,38,107,4,11,3,0.081,0.228,0.135,0.305,0.248,0.313,0.383,0.696,0.306,93,421.6
184,Kris Bryant,COL,110,476,424,105,20,1,14,53,56,41,113,8,1,0,0.085,0.23800000000000002,0.153,0.303,0.247,0.323,0.401,0.723,0.318,90,526.5
185,Mike Yastrzemski,SFG,115,475,422,95,19,5,16,53,53,44,126,5,4,1,0.09300000000000001,0.265,0.183,0.278,0.224,0.304,0.407,0.711,0.309,99,439.1
186,Andrew Benintendi,CHW,107,468,422,109,21,1,12,52,49,39,79,3,6,2,0.083,0.16899999999999998,0.138,0.291,0.259,0.324,0.397,0.721,0.315,105,369.8
187,Patrick Bailey,SFG,119,466,420,100,20,1,11,49,47,38,110,3,4,1,0.08199999999999999,0.237,0.133,0.294,0.238,0.303,0.37,0.674,0.296,91,307.3
188,Nolan Jones,COL,120,484,419,105,23,2,15,56,55,57,141,4,11,3,0.11800000000000001,0.292,0.173,0.338,0.25,0.344,0.423,0.767,0.334,101,247.6
189,Otto Lopez,MIA,112,457,418,115,24,2,6,45,44,31,79,4,15,4,0.067,0.174,0.113,0.324,0.276,0.328,0.389,0.717,0.314,98,328.0
190,Michael Conforto,LAD,115,472,418,102,19,1,19,57,61,44,114,6,2,1,0.094,0.24100000000000002,0.185,0.289,0.244,0.323,0.429,0.751,0.326,111,279.6
191,Garrett Mitchell,MIL,110,471,417,98,18,3,15,55,57,46,140,5,19,6,0.098,0.298,0.165,0.314,0.235,0.316,0.401,0.717,0.314,101,250.9
192,Luke Raley,SEA,112,466,415,95,17,1,19,54,58,32,143,14,10,3,0.07,0.307,0.187,0.295,0.229,0.305,0.416,0.721,0.314,111,300.2
193,Evan Carter,TEX,120,480,415,100,21,3,13,54,52,55,117,6,11,3,0.114,0.244,0.16,0.3,0.24,0.334,0.4,0.734,0.323,111,285.1
194,Matt Shaw,CHC,120,464,415,104,18,2,15,54,55,38,100,6,14,5,0.08199999999999999,0.215,0.16,0.293,0.25,0.319,0.41,0.729,0.318,106,999.0
195,Gavin Lux,CIN,113,469,415,106,22,2,11,53,52,46,98,3,6,2,0.099,0.209,0.143,0.307,0.256,0.333,0.399,0.732,0.322,100,335.2
196,Gabriel Moreno,ARI,119,469,414,116,23,1,10,56,53,45,76,4,5,2,0.096,0.163,0.138,0.32,0.281,0.354,0.419,0.773,0.339,116,188.3
197,Trevor Larnach,MIN,109,470,412,100,20,1,17,56,58,51,126,3,4,1,0.10800000000000001,0.267,0.178,0.304,0.242,0.328,0.42,0.748,0.326,114,332.9
198,MJ Melendez,KCR,113,463,410,96,21,3,18,54,57,45,115,3,6,2,0.098,0.248,0.191,0.279,0.234,0.313,0.425,0.738,0.32,104,388.1
199,Francisco Alvarez,NYM,115,458,406,96,17,1,21,56,61,42,107,5,3,1,0.092,0.233,0.201,0.267,0.236,0.314,0.438,0.751,0.325,112,154.4
200,Tyler O'Neill,BAL,110,459,404,94,17,1,21,55,59,46,140,5,6,1,0.1,0.306,0.2,0.296,0.232,0.316,0.433,0.749,0.324,114,198.2
201,Nolan Gorman,STL,113,453,404,90,16,0,22,54,60,41,143,3,6,2,0.09,0.316,0.203,0.283,0.224,0.298,0.427,0.725,0.313,102,353.8
202,Jonny DeLuca,TBR,113,447,403,94,18,3,14,50,51,34,92,6,14,4,0.075,0.20600000000000002,0.161,0.269,0.235,0.3,0.396,0.696,0.303,101,339.3
203,Logan O'Hoppe,LAA,108,445,401,95,15,1,19,51,56,34,116,6,3,1,0.077,0.261,0.187,0.284,0.238,0.306,0.425,0.731,0.317,105,135.0
204,Andrew McCutchen,PIT,105,462,399,92,17,1,14,53,51,53,115,5,5,2,0.11599999999999999,0.249,0.155,0.284,0.23,0.327,0.385,0.712,0.315,99,605.3
205,Austin Wells,NYY,109,453,399,92,19,1,17,54,56,45,101,5,4,1,0.099,0.22399999999999998,0.182,0.265,0.231,0.314,0.413,0.728,0.318,107,195.9
206,Miguel Vargas,CHW,115,462,398,90,20,1,14,50,48,55,100,5,9,3,0.11900000000000001,0.217,0.16,0.266,0.226,0.325,0.386,0.711,0.314,104,413.2
207,Wilyer Abreu,BOS,110,452,396,96,23,1,15,54,54,49,121,3,8,3,0.10800000000000001,0.26899999999999996,0.178,0.309,0.243,0.329,0.422,0.75,0.327,108,307.7
208,Jo Adell,LAA,112,437,394,88,17,2,20,52,57,32,131,6,13,5,0.07400000000000001,0.3,0.205,0.276,0.224,0.29,0.429,0.719,0.31,100,283.0
209,Joc Pederson,TEX,105,455,393,99,16,1,22,60,65,50,109,10,5,2,0.109,0.239,0.214,0.291,0.252,0.347,0.466,0.813,0.351,131,322.7
210,Brooks Lee,MIN,113,432,392,99,22,2,11,49,47,32,69,3,6,1,0.07400000000000001,0.161,0.148,0.28,0.253,0.311,0.401,0.713,0.309,102,394.3
211,Kyle Stowers,MIA,107,428,381,86,18,2,16,45,50,37,129,6,2,1,0.086,0.3,0.18,0.294,0.226,0.301,0.407,0.708,0.309,95,514.7
212,Kyle Manzardo,CLE,99,432,378,91,21,1,18,53,57,47,96,4,2,1,0.10800000000000001,0.223,0.199,0.273,0.24,0.327,0.439,0.766,0.332,119,374.2
213,Spencer Horwitz,PIT,102,441,376,100,23,1,10,54,48,56,84,6,3,1,0.127,0.19,0.149,0.316,0.267,0.368,0.416,0.784,0.345,119,380.3
214,Jake Fraley,CIN,104,421,372,95,17,1,13,50,49,40,82,5,18,5,0.095,0.19399999999999998,0.157,0.294,0.256,0.333,0.413,0.745,0.326,103,385.3
215,Sal Frelick,MIL,104,414,371,97,19,2,6,44,40,35,62,4,11,3,0.085,0.15,0.109,0.299,0.262,0.329,0.371,0.701,0.31,98,381.7
216,Giancarlo Stanton,NYY,97,414,370,85,14,0,25,54,65,39,124,2,1,0,0.09300000000000001,0.298,0.245,0.266,0.23,0.304,0.475,0.779,0.332,118,393.3
217,Chas McCormick,HOU,104,415,370,88,14,1,13,46,47,35,107,6,12,4,0.085,0.259,0.151,0.299,0.239,0.313,0.39,0.703,0.309,103,410.8
218,Alejandro Kirk,TOR,103,419,370,100,19,1,11,47,46,41,52,4,1,0,0.099,0.125,0.142,0.289,0.271,0.349,0.413,0.762,0.334,120,257.0
219,Jake Meyers,HOU,105,407,367,87,17,2,11,46,44,30,100,6,9,2,0.07400000000000001,0.245,0.147,0.294,0.238,0.303,0.384,0.688,0.301,97,450.8
220,Colson Montgomery,CHW,107,414,363,74,14,1,10,40,39,39,120,7,3,1,0.095,0.289,0.13,0.271,0.204,0.292,0.334,0.627,0.279,80,491.0
221,Ha-Seong Kim,TBR,100,414,361,90,17,1,10,50,42,46,74,3,18,4,0.11,0.179,0.14,0.284,0.248,0.335,0.388,0.723,0.318,112,327.9
222,Ty France,MIN,100,405,361,93,20,0,10,45,44,28,76,12,1,0,0.07,0.18899999999999997,0.142,0.298,0.257,0.329,0.399,0.728,0.32,110,478.2
223,Ceddanne Rafaela,BOS,100,383,360,90,19,3,11,45,45,15,90,5,15,4,0.038,0.235,0.159,0.302,0.25,0.286,0.409,0.695,0.3,89,190.1
224,Mike Tauchman,CHW,92,415,354,86,16,1,10,50,36,52,89,5,7,2,0.126,0.214,0.132,0.295,0.242,0.345,0.374,0.719,0.321,109,479.7
225,Bo Naylor,CLE,102,404,354,78,15,1,15,45,47,42,106,4,7,2,0.105,0.262,0.176,0.267,0.22,0.307,0.396,0.703,0.307,101,288.1
226,Jackson Holliday,BAL,109,411,352,82,17,2,10,49,41,52,110,3,8,2,0.126,0.266,0.139,0.309,0.234,0.335,0.373,0.708,0.315,108,228.2
227,Ryan O'Hearn,BAL,94,385,350,94,17,2,14,45,50,29,70,3,3,1,0.07400000000000001,0.183,0.173,0.298,0.267,0.326,0.44,0.766,0.331,119,351.3
228,Jordan Beck,COL,100,390,350,85,18,2,11,43,43,33,106,3,9,2,0.084,0.271,0.158,0.313,0.243,0.311,0.401,0.711,0.31,85,414.0
229,Masataka Yoshida,BOS,92,390,349,98,20,1,10,46,47,30,54,7,3,1,0.078,0.13699999999999998,0.151,0.305,0.281,0.348,0.433,0.78,0.34,117,439.1
230,Mitch Haniger,SEA,94,386,348,76,13,1,14,39,42,32,112,4,1,0,0.08199999999999999,0.29100000000000004,0.158,0.277,0.217,0.288,0.375,0.664,0.291,95,643.1
231,Jesse Winker,NYM,99,413,347,84,15,2,11,49,44,56,89,6,7,2,0.136,0.215,0.153,0.291,0.242,0.355,0.396,0.75,0.333,117,409.0
232,Wenceel Pérez,DET,87,385,347,83,16,4,8,41,40,32,80,3,9,3,0.08199999999999999,0.207,0.141,0.287,0.24,0.307,0.381,0.688,0.302,97,543.3
233,Ryan Jeffers,MIN,95,390,346,81,17,1,16,45,48,33,89,8,3,1,0.084,0.228,0.193,0.267,0.234,0.313,0.427,0.74,0.322,111,233.8
234,Jose Miranda,MIN,89,375,344,92,19,2,11,43,45,22,63,5,3,1,0.06,0.16899999999999998,0.161,0.299,0.268,0.32,0.429,0.748,0.324,113,360.4
235,Matt Mervis,MIA,92,386,343,76,15,1,14,41,45,35,109,5,2,1,0.09,0.282,0.171,0.277,0.221,0.299,0.391,0.691,0.302,90,613.3
236,Heston Kjerstad,BAL,92,376,336,83,15,1,13,44,45,29,97,7,2,1,0.077,0.259,0.17,0.307,0.248,0.318,0.418,0.736,0.319,111,341.9
237,Jose Siri,NYM,96,368,336,69,13,1,15,42,44,24,131,4,13,3,0.066,0.35600000000000004,0.177,0.283,0.206,0.265,0.383,0.648,0.282,83,448.3
238,Joey Bart,PIT,89,371,333,79,15,1,11,39,42,29,105,6,1,0,0.078,0.284,0.15,0.309,0.237,0.307,0.387,0.693,0.304,92,269.0
239,Jonah Bride,MIA,91,389,333,78,16,1,10,42,42,47,83,5,2,1,0.122,0.215,0.14,0.283,0.235,0.338,0.375,0.713,0.318,101,457.1
240,Will Wagner,TOR,92,377,331,90,19,1,7,42,39,38,67,4,3,1,0.102,0.17800000000000002,0.126,0.321,0.272,0.352,0.398,0.75,0.331,118,513.0
241,Jose Iglesias,SDP,87,352,329,87,18,1,6,34,35,15,59,5,4,1,0.042,0.16699999999999998,0.11,0.306,0.265,0.304,0.375,0.679,0.296,93,724.0
242,J.D. Martinez,,86,368,329,77,17,1,12,41,45,32,106,3,1,0,0.08800000000000001,0.287,0.172,0.304,0.235,0.308,0.407,0.714,0.311,101,667.3
243,Gio Urshela,ATH,89,351,326,86,15,1,8,36,37,20,59,2,1,0,0.055999999999999994,0.168,0.122,0.301,0.265,0.308,0.387,0.696,0.303,101,509.3
244,Josh Smith,TEX,87,372,325,79,17,1,9,43,38,34,77,9,6,2,0.09300000000000001,0.20800000000000002,0.136,0.293,0.244,0.33,0.38,0.71,0.314,105,419.0
245,Jake Rogers,DET,90,357,323,69,14,1,13,37,40,27,104,4,2,1,0.07400000000000001,0.29100000000000004,0.169,0.27,0.215,0.28,0.384,0.664,0.289,88,498.7
246,Christian Encarnacion-Strand,CIN,84,354,323,83,16,1,16,43,50,24,91,4,2,1,0.066,0.257,0.205,0.306,0.257,0.314,0.462,0.775,0.333,107,250.4
247,Harrison Bader,MIN,87,350,323,79,17,1,9,38,38,19,73,5,15,4,0.055,0.20800000000000002,0.142,0.287,0.245,0.294,0.386,0.681,0.296,93,460.5
248,DJ LeMahieu,NYY,87,365,322,80,13,1,7,40,35,36,67,3,3,1,0.098,0.185,0.114,0.289,0.247,0.325,0.36,0.685,0.304,98,576.4
249,Miguel Andujar,ATH,79,347,320,87,16,1,9,40,39,22,52,2,4,1,0.062,0.15,0.14,0.3,0.273,0.321,0.413,0.734,0.318,112,615.5
250,Hunter Renfroe,KCR,86,352,318,77,17,1,13,40,43,28,75,3,1,0,0.08,0.214,0.183,0.276,0.243,0.308,0.426,0.734,0.319,103,532.3
251,Connor Wong,BOS,87,345,316,78,17,1,9,37,38,21,91,5,6,2,0.061,0.263,0.144,0.315,0.246,0.301,0.39,0.691,0.301,90,233.2
252,Donovan Solano,SEA,83,350,316,80,16,1,6,35,33,25,78,6,2,1,0.071,0.223,0.109,0.316,0.253,0.317,0.362,0.678,0.3,101,620.8
253,Oswaldo Cabrera,NYY,91,348,315,77,15,1,10,40,39,26,73,3,7,2,0.076,0.209,0.152,0.283,0.244,0.306,0.396,0.701,0.306,99,581.5
254,Justin Turner,CHC,83,356,315,79,15,0,8,39,39,33,69,6,2,0,0.091,0.192,0.13,0.295,0.252,0.331,0.382,0.713,0.315,104,499.5
255,Hyeseong Kim,LAD,91,341,315,88,13,2,4,39,34,20,55,2,13,3,0.059000000000000004,0.162,0.095,0.324,0.279,0.324,0.374,0.699,0.306,97,379.4
256,Alex Verdugo,,81,348,315,81,17,1,8,39,36,27,54,2,2,1,0.078,0.156,0.134,0.289,0.259,0.32,0.392,0.713,0.312,101,500.5
257,Dylan Moore,SEA,94,363,311,63,14,2,9,41,35,40,105,9,21,5,0.109,0.29,0.149,0.272,0.204,0.309,0.352,0.661,0.295,98,344.9
258,Mauricio Dubón,HOU,81,331,309,82,16,1,6,36,33,16,45,2,4,1,0.047,0.136,0.113,0.293,0.266,0.304,0.379,0.683,0.298,95,487.2
259,Danny Jansen,TBR,84,352,309,70,14,0,14,41,44,34,71,5,1,0,0.096,0.20199999999999999,0.188,0.248,0.228,0.312,0.416,0.728,0.318,111,304.1
260,Iván Herrera,STL,94,360,308,79,15,1,9,43,38,43,75,4,6,1,0.121,0.209,0.143,0.311,0.257,0.354,0.4,0.754,0.334,116,238.4
261,Sean Murphy,ATL,86,352,307,71,15,1,13,42,44,34,81,7,1,0,0.09699999999999999,0.23,0.182,0.27,0.232,0.321,0.415,0.735,0.321,105,211.9
262,Deyvison De Los Santos,MIA,81,328,306,76,13,1,14,37,42,16,85,3,1,0,0.05,0.259,0.187,0.297,0.248,0.291,0.436,0.727,0.311,97,434.0
263,Dane Myers,MIA,86,337,305,74,13,1,8,34,34,23,94,5,7,2,0.069,0.278,0.132,0.318,0.241,0.303,0.373,0.676,0.297,87,687.7
264,Brendan Rodgers,HOU,83,332,304,75,16,1,8,35,36,22,78,3,1,0,0.065,0.23399999999999999,0.137,0.302,0.246,0.3,0.383,0.683,0.298,95,546.6
265,Javier Báez,DET,79,323,301,71,14,1,9,33,35,15,76,4,6,2,0.047,0.23399999999999999,0.143,0.283,0.236,0.278,0.378,0.657,0.285,85,673.3
266,Jace Jung,DET,84,345,298,67,15,1,9,36,34,41,89,3,2,1,0.12,0.256,0.146,0.288,0.226,0.323,0.372,0.695,0.309,102,467.8
267,Endy Rodríguez,PIT,82,332,298,74,16,2,7,35,35,28,64,3,3,1,0.084,0.193,0.142,0.291,0.248,0.316,0.39,0.706,0.31,96,425.5
268,Jerar Encarnacion,SFG,84,329,294,69,12,1,13,37,40,29,109,2,2,1,0.08900000000000001,0.332,0.177,0.32,0.233,0.305,0.411,0.716,0.312,101,464.8
269,Roman Anthony,BOS,83,335,292,72,17,2,8,39,35,37,88,2,7,2,0.111,0.263,0.149,0.321,0.245,0.332,0.394,0.726,0.319,103,999.0
270,Josh Rojas,CHW,78,328,291,71,13,1,6,34,32,31,71,2,8,2,0.095,0.215,0.12,0.296,0.242,0.318,0.362,0.68,0.301,95,538.8
271,Seth Brown,ATH,78,317,290,69,12,1,14,36,41,22,85,2,4,1,0.071,0.267,0.19,0.286,0.238,0.296,0.428,0.724,0.313,108,456.3
272,Tyrone Taylor,NYM,78,314,288,68,16,2,10,36,37,18,73,5,7,2,0.057999999999999996,0.233,0.168,0.28,0.236,0.29,0.403,0.694,0.301,96,676.1
273,Nick Fortes,MIA,83,314,288,68,13,1,8,32,32,18,50,5,4,1,0.057999999999999996,0.16,0.129,0.261,0.237,0.291,0.366,0.658,0.289,81,628.0
274,Jhonkensy Noel,CLE,78,316,288,67,13,1,15,37,42,21,83,5,1,0,0.066,0.264,0.208,0.27,0.232,0.293,0.44,0.733,0.316,107,389.6
275,Jason Heyward,SDP,81,320,287,67,14,1,10,36,37,26,69,4,4,1,0.08,0.215,0.163,0.27,0.234,0.303,0.397,0.699,0.304,98,671.6
276,Paul DeJong,WSN,79,313,286,59,11,0,12,32,36,20,97,4,3,1,0.062,0.31,0.167,0.263,0.207,0.266,0.373,0.639,0.279,78,478.8
277,José Tena,WSN,75,308,285,72,14,1,7,32,33,18,79,2,7,2,0.057,0.256,0.133,0.32,0.251,0.298,0.384,0.681,0.297,90,449.9
278,Jonathan Aranda,TBR,81,326,284,72,14,1,12,38,39,34,84,5,1,0,0.10300000000000001,0.257,0.174,0.316,0.253,0.34,0.427,0.767,0.335,123,317.6
279,Richie Palacios,TBR,78,327,281,68,14,1,6,37,31,39,60,4,10,2,0.11900000000000001,0.183,0.127,0.286,0.243,0.342,0.371,0.712,0.317,111,505.2
280,Jonah Heim,TEX,78,305,278,65,12,1,10,33,34,21,57,2,2,0,0.07,0.187,0.153,0.26,0.235,0.292,0.388,0.68,0.296,92,312.2
281,Lenyn Sosa,CHW,71,296,277,70,13,0,10,31,35,14,60,2,2,1,0.046,0.204,0.155,0.287,0.252,0.29,0.408,0.698,0.301,95,455.0
282,Trey Sweeney,DET,81,307,275,62,13,1,7,33,30,26,81,3,8,2,0.083,0.264,0.137,0.288,0.224,0.295,0.361,0.656,0.288,88,477.2
283,Pavin Smith,ARI,78,315,274,68,13,1,10,36,37,35,69,2,2,1,0.11199999999999999,0.22,0.162,0.296,0.248,0.336,0.411,0.746,0.327,108,383.9
284,Wilmer Flores,SFG,71,307,273,66,13,1,10,36,36,27,49,4,1,0,0.08900000000000001,0.161,0.167,0.259,0.242,0.318,0.409,0.726,0.317,105,641.7
285,Luis Campusano,SDP,76,298,272,70,13,0,10,34,36,21,47,2,1,0,0.069,0.158,0.162,0.278,0.258,0.314,0.42,0.734,0.319,108,400.3
286,Connor Joe,SDP,73,312,272,62,14,1,8,35,33,33,75,4,3,1,0.106,0.24,0.147,0.283,0.228,0.319,0.375,0.695,0.308,100,640.8
287,Leody Taveras,TEX,78,299,272,68,13,2,8,35,33,23,64,1,11,3,0.078,0.213,0.149,0.295,0.249,0.308,0.398,0.706,0.308,100,449.9
288,Hunter Goodman,COL,74,294,271,64,15,1,14,35,40,17,76,3,2,1,0.059000000000000004,0.258,0.22,0.273,0.237,0.288,0.457,0.745,0.319,91,341.8
289,Mitch Garver,SEA,75,311,269,56,11,0,12,34,35,35,89,4,1,0,0.11199999999999999,0.28600000000000003,0.176,0.259,0.209,0.306,0.384,0.69,0.304,104,471.4
290,Ernie Clement,TOR,73,288,269,72,14,1,7,32,33,13,29,2,6,2,0.047,0.099,0.138,0.278,0.269,0.307,0.407,0.714,0.309,103,388.6
291,Kyle Higashioka,TEX,76,290,268,59,11,1,13,33,37,17,77,2,2,1,0.057999999999999996,0.267,0.193,0.255,0.22,0.269,0.413,0.681,0.293,90,382.2
292,Griffin Conine,MIA,75,299,267,57,10,1,11,31,33,26,103,3,1,0,0.08800000000000001,0.344,0.166,0.3,0.215,0.289,0.38,0.669,0.293,84,706.5
293,Edouard Julien,MIN,71,311,263,59,12,1,8,37,29,42,99,2,4,1,0.135,0.318,0.145,0.317,0.222,0.333,0.367,0.7,0.312,104,571.5
294,Luis Urías,ATH,78,305,263,59,12,1,8,33,31,31,69,7,3,1,0.10300000000000001,0.22699999999999998,0.143,0.269,0.224,0.32,0.367,0.688,0.306,103,740.5
295,Johan Rojas,PHI,73,282,262,66,12,2,5,32,28,14,54,3,17,3,0.049,0.192,0.118,0.298,0.252,0.295,0.369,0.664,0.29,84,563.0
296,Alek Thomas,ARI,71,285,261,67,14,2,8,34,35,19,52,2,6,2,0.066,0.183,0.165,0.291,0.257,0.311,0.423,0.733,0.317,102,509.0
297,Elias Díaz,SDP,72,285,261,59,12,0,7,29,29,19,67,2,1,0,0.066,0.23600000000000002,0.131,0.276,0.226,0.282,0.357,0.639,0.279,81,508.4
298,Miguel Amaya,CHC,77,291,260,63,12,1,8,33,32,23,60,5,2,0,0.078,0.207,0.152,0.283,0.243,0.315,0.395,0.709,0.311,101,369.8
299,Mickey Moniak,LAA,66,276,257,60,11,1,10,31,33,14,80,3,5,2,0.05,0.29,0.175,0.293,0.232,0.277,0.408,0.685,0.295,90,586.0
300,Christian Vázquez,MIN,71,275,255,61,11,0,6,27,27,15,59,2,3,1,0.055,0.213,0.115,0.285,0.238,0.283,0.353,0.636,0.278,80,652.9
301,Chase Meidroth,CHW,73,296,248,60,11,1,4,31,25,41,53,4,4,1,0.138,0.179,0.103,0.291,0.243,0.357,0.346,0.703,0.319,108,999.0
302,Starling Marte,NYM,63,270,246,65,11,2,6,32,29,17,58,4,10,2,0.064,0.214,0.132,0.317,0.262,0.319,0.394,0.713,0.312,103,432.9
303,Carson Kelly,CHC,71,276,245,57,10,1,8,30,30,24,57,3,2,0,0.08800000000000001,0.20600000000000002,0.145,0.271,0.234,0.309,0.379,0.688,0.303,96,512.3
304,Enrique Hernández,LAD,66,266,242,58,12,1,7,29,30,19,51,2,1,0,0.073,0.193,0.149,0.275,0.241,0.3,0.39,0.69,0.301,94,640.0
305,Christian Moore,LAA,65,263,241,60,11,1,7,29,29,16,66,3,4,1,0.061,0.252,0.148,0.31,0.248,0.3,0.396,0.696,0.303,95,999.0
306,Freddy Fermin,KCR,65,265,239,61,12,1,7,28,29,21,52,2,1,0,0.079,0.196,0.138,0.296,0.254,0.317,0.392,0.709,0.31,98,373.6
307,Randal Grichuk,ARI,62,258,238,61,13,1,8,30,32,15,55,3,1,0,0.059000000000000004,0.21100000000000002,0.168,0.297,0.256,0.307,0.425,0.731,0.316,101,554.3
308,Oliver Dunn,MIL,71,271,238,50,10,2,7,30,27,28,92,3,6,1,0.10300000000000001,0.34,0.149,0.303,0.21,0.298,0.359,0.657,0.291,85,723.7
309,Chris Taylor,LAD,66,267,236,51,11,1,6,29,27,26,85,3,6,1,0.099,0.318,0.134,0.303,0.215,0.299,0.349,0.648,0.287,85,724.3
310,Jacob Stallings,COL,69,266,235,55,12,1,6,28,26,23,62,4,2,0,0.08800000000000001,0.23199999999999998,0.132,0.292,0.236,0.314,0.367,0.681,0.301,79,471.9
311,Michael Siani,STL,68,263,234,51,8,1,4,27,22,24,65,2,11,3,0.092,0.248,0.098,0.284,0.219,0.296,0.317,0.613,0.275,76,611.5
312,Derek Hill,MIA,63,254,234,57,10,2,6,26,27,15,69,2,6,2,0.061,0.271,0.138,0.319,0.245,0.296,0.383,0.679,0.296,86,570.5
313,José Caballero,TBR,66,264,233,53,11,1,5,29,25,22,66,6,22,6,0.084,0.249,0.118,0.291,0.227,0.307,0.344,0.651,0.29,92,327.3
314,Will Brennan,CLE,62,252,233,63,13,1,5,26,26,15,37,2,5,2,0.057999999999999996,0.147,0.126,0.304,0.272,0.319,0.398,0.717,0.312,104,667.7
315,Kyle Farmer,COL,62,253,230,58,11,1,6,27,27,15,50,5,4,2,0.06,0.19899999999999998,0.142,0.296,0.253,0.311,0.395,0.706,0.308,84,636.1
316,Gabriel Arias,CLE,63,248,227,54,11,1,7,26,27,16,68,2,6,2,0.064,0.27399999999999997,0.148,0.309,0.239,0.294,0.387,0.681,0.297,94,736.3
317,Victor Scott II,STL,63,247,225,53,10,1,4,27,23,16,49,3,14,3,0.065,0.198,0.11,0.281,0.236,0.293,0.346,0.639,0.282,81,403.3
318,Eguy Rosario,SDP,63,251,225,52,12,1,8,29,29,21,63,3,6,2,0.083,0.253,0.175,0.279,0.23,0.3,0.405,0.705,0.307,100,664.0
